track_id,frame_id,bbox_x_center,bbox_y_center,bbox_width,bbox_height
1.0,0,751.563232421875,289.2596740722656,173.68414306640625,88.185791015625
2.0,0,144.4993133544922,257.82293701171875,149.941162109375,87.0662841796875
3.0,0,1622.8883056640625,130.88832092285156,76.6728515625,71.81533813476562
4.0,0,31.621036529541016,195.07717895507812,62.275352478027344,73.05706787109375
5.0,0,1426.428955078125,74.85385131835938,70.837646484375,67.51806640625
6.0,0,1426.027099609375,74.30299377441406,71.6956787109375,69.43023681640625
7.0,0,125.36009216308594,163.93008422851562,25.143280029296875,43.42527770996094
1.0,1,780.6385498046875,287.94677734375,171.35009765625,90.5621337890625
2.0,1,156.92800903320312,260.785400390625,153.517333984375,88.12930297851562
3.0,1,1622.6907958984375,130.89891052246094,76.624755859375,72.1544189453125
4.0,1,32.23697280883789,195.75473022460938,63.653072357177734,73.11375427246094
5.0,1,1430.976318359375,70.36419677734375,72.1043701171875,66.88499450683594
6.0,1,1431.669921875,69.31266021728516,73.29345703125,67.07090759277344
7.0,1,124.89381408691406,165.7510986328125,25.432861328125,38.715179443359375
1.0,2,810.725830078125,286.8581237792969,172.22857666015625,94.12513732910156
2.0,2,174.37091064453125,267.0054626464844,155.45541381835938,90.69563293457031
3.0,2,1622.2547607421875,130.65960693359375,77.1953125,72.64251708984375
4.0,2,32.666439056396484,196.61288452148438,64.4559097290039,72.17259216308594
5.0,2,1435.1728515625,65.77618408203125,71.0386962890625,67.34114837646484
6.0,2,1436.379638671875,66.04727935791016,72.7978515625,67.50703430175781
7.0,2,124.96255493164062,166.36756896972656,25.55638885498047,36.83404541015625
1.0,3,843.6265869140625,285.06329345703125,174.11932373046875,94.69120788574219
2.0,3,192.541748046875,273.3353576660156,154.6671142578125,91.5726318359375
3.0,3,1622.21533203125,130.52952575683594,77.3316650390625,72.89244842529297
4.0,3,32.635154724121094,196.84873962402344,64.43782043457031,72.08016967773438
6.0,3,1440.28076171875,60.759735107421875,70.0694580078125,65.27305603027344
7.0,3,124.75941467285156,166.75927734375,25.623046875,35.465484619140625
1.0,4,875.0313720703125,283.4312438964844,173.46661376953125,92.8885498046875
2.0,4,209.37057495117188,278.21136474609375,160.3661346435547,91.16128540039062
3.0,4,1622.19287109375,130.47512817382812,77.3868408203125,73.08291625976562
4.0,4,32.66777801513672,196.0094757080078,64.5654296875,74.08477783203125
6.0,4,1444.830810546875,55.86272048950195,68.861328125,64.77422332763672
7.0,4,124.72798156738281,166.94754028320312,25.73656463623047,34.78312683105469
1.0,5,905.8056030273438,280.6063232421875,173.3634033203125,91.59811401367188
2.0,5,227.5646514892578,282.7541809082031,162.50735473632812,92.20965576171875
3.0,5,1622.001953125,130.4256591796875,77.6622314453125,73.05332946777344
4.0,5,32.56188201904297,195.1748046875,64.37359619140625,75.61810302734375
6.0,5,1448.58984375,49.13151168823242,66.4599609375,69.2846908569336
7.0,5,124.71966552734375,166.94473266601562,25.920188903808594,34.59468078613281
1.0,6,935.4222412109375,277.0784912109375,173.6663818359375,90.78887939453125
2.0,6,246.66290283203125,286.1064147949219,163.8763885498047,93.09733581542969
3.0,6,1621.988525390625,130.53538513183594,77.562255859375,72.6273193359375
4.0,6,32.60612487792969,195.30203247070312,64.44511413574219,75.67308044433594
6.0,6,1455.0028076171875,44.48603439331055,68.52001953125,68.44710540771484
7.0,6,124.71769714355469,166.9348907470703,25.906097412109375,34.7037353515625
1.0,7,963.26318359375,271.9570007324219,173.65325927734375,89.80784606933594
2.0,7,266.7230529785156,290.84918212890625,165.62266540527344,94.65022277832031
3.0,7,1622.095947265625,130.5538787841797,77.0888671875,72.24262237548828
4.0,7,32.571754455566406,195.10623168945312,64.53024291992188,76.06291198730469
6.0,7,1459.6572265625,38.7143669128418,67.2808837890625,70.08246612548828
7.0,7,124.70375061035156,167.024169921875,25.898345947265625,34.56434631347656
1.0,8,991.9873046875,268.03424072265625,169.689453125,88.51927185058594
2.0,8,285.0367126464844,295.1715087890625,172.12757873535156,95.10671997070312
3.0,8,1622.0714111328125,130.5065155029297,76.984130859375,72.37860870361328
4.0,8,32.7279167175293,194.12481689453125,64.85526275634766,77.98701477050781
6.0,8,1463.3681640625,35.274658203125,66.802490234375,68.7843017578125
7.0,8,124.6123275756836,167.0260467529297,25.956008911132812,34.4990234375
1.0,9,1019.265380859375,264.5947265625,168.56158447265625,90.93809509277344
2.0,9,305.69049072265625,298.400634765625,173.55747985839844,95.94606018066406
3.0,9,1622.287109375,130.5927734375,76.6788330078125,72.14921569824219
4.0,9,32.71564483642578,194.53549194335938,64.74266052246094,77.27995300292969
6.0,9,1468.0440673828125,32.06911087036133,65.49462890625,63.35370635986328
7.0,9,124.6297607421875,167.1437530517578,25.816673278808594,34.22344970703125
1.0,10,1046.858154296875,259.512939453125,164.8663330078125,90.23355102539062
2.0,10,326.4725341796875,301.4744567871094,178.15786743164062,96.82612609863281
3.0,10,1622.3837890625,130.6650390625,76.542236328125,71.81881713867188
4.0,10,32.627410888671875,195.42315673828125,64.5997314453125,75.47401428222656
6.0,10,1472.1580810546875,29.614519119262695,63.615478515625,59.22903823852539
7.0,10,124.64141082763672,167.27273559570312,25.897018432617188,34.13983154296875
1.0,11,1074.18896484375,254.54580688476562,161.2772216796875,92.23289489746094
2.0,11,347.4289245605469,303.97802734375,184.87884521484375,98.10659790039062
3.0,11,1622.340087890625,130.622802734375,76.7135009765625,71.9927749633789
4.0,11,32.64796829223633,196.92092895507812,64.6486587524414,72.52024841308594
6.0,11,1475.20849609375,27.6810359954834,61.6763916015625,55.3620719909668
7.0,11,124.64210510253906,167.30718994140625,25.9381103515625,34.128936767578125
1.0,12,1098.81787109375,250.17784118652344,158.938232421875,90.45687866210938
2.0,12,370.24072265625,306.89056396484375,185.38705444335938,96.49966430664062
3.0,12,1622.12890625,130.64942932128906,77.4698486328125,71.79764556884766
4.0,12,32.71879577636719,198.14654541015625,64.757568359375,69.91995239257812
6.0,12,1479.7257080078125,25.22933006286621,62.8251953125,50.45866012573242
7.0,12,124.59803771972656,167.64129638671875,26.04730987548828,34.22798156738281
1.0,13,1122.033935546875,244.06884765625,156.2061767578125,85.79304504394531
2.0,13,393.0256652832031,307.4866943359375,187.86175537109375,97.62167358398438
3.0,13,1622.223388671875,130.84120178222656,77.5701904296875,71.3205795288086
4.0,13,32.82687759399414,197.34390258789062,64.78809356689453,71.41081237792969
6.0,13,1482.691162109375,23.710861206054688,63.845703125,47.421722412109375
7.0,13,124.64697265625,167.763916015625,26.022125244140625,34.20927429199219
1.0,14,1144.550537109375,238.51092529296875,151.7098388671875,85.53105163574219
2.0,14,417.28271484375,308.1634826660156,191.20034790039062,97.30255126953125
3.0,14,1622.264404296875,130.93276977539062,77.5146484375,71.14642333984375
4.0,14,32.88605880737305,196.9685516357422,64.81452178955078,72.08126831054688
7.0,14,124.6468505859375,167.7738037109375,25.944557189941406,34.197906494140625
1.0,15,1168.3212890625,232.52139282226562,148.0911865234375,87.23439025878906
2.0,15,441.80029296875,308.6982116699219,195.638427734375,104.58587646484375
3.0,15,1622.12109375,130.76629638671875,77.8004150390625,71.27012634277344
4.0,15,32.873512268066406,196.88070678710938,64.81494140625,72.326171875
7.0,15,124.6300048828125,167.81114196777344,26.00084686279297,34.216094970703125
1.0,16,1191.4093017578125,226.4407958984375,142.953857421875,89.15852355957031
2.0,16,465.62774658203125,309.98052978515625,195.67135620117188,103.6685791015625
3.0,16,1622.0732421875,130.71084594726562,77.8465576171875,71.28034210205078
4.0,16,32.89192581176758,195.45486450195312,64.9063491821289,74.9412841796875
